"wage76","grade76","black","south76","momdad14","sinmom14","daded","momed","famed","age76","col4","exp76"
NA,NA,0,NA,1,0,12,13,8,26,1,NA
2.0807,9,0,0,1,0,10,12,4,29,1,14
1.9559,15,0,0,1,0,10,12,4,28,1,7
NA,NA,0,NA,1,0,10,9,3,26,1,NA
1.9228,12,0,0,0,1,9.9372,10,1,30,1,12
1.4279,16,0,0,1,0,9,12,4,26,1,4
NA,12,0,0,1,0,13,12,8,25,1,7
NA,NA,0,NA,1,0,16,16,9,24,1,NA
1.7918,18,0,0,1,0,8,12,4,29,1,5
1.9199,15,0,0,0,0,9.9372,13,6,25,1,4
2.217,18,0,0,1,0,12,9,5,31,1,7
1.9988,12,0,0,0,0,9.9372,10.251,1,32,1,14
NA,16,0,0,1,0,10,8,2,34,1,12
NA,NA,0,NA,1,0,8,8,2,32,1,NA
NA,12,0,0,1,0,10,12,4,29,1,11
2.457,12,0,0,1,0,10,12,4,28,1,10
2.0347,11,0,0,1,0,10,10,3,29,1,12
2.2638,12,0,0,1,0,10,10,3,26,1,8
1.0986,18,0,0,1,0,12,12,7,27,1,3
1.884,16,0,0,1,0,12,12,7,24,1,2
1.5304,12,0,0,1,0,8,8,2,26,1,8
1.9755,12,0,0,1,0,8,8,2,24,1,6
NA,12,0,0,1,0,8,12,4,28,1,10
NA,NA,0,NA,1,0,8,12,4,26,1,NA
2.1576,12,0,0,1,0,8,12,4,25,1,7
NA,NA,0,NA,1,0,12,14,8,25,1,NA
1.7851,11,0,0,1,0,7,5,2,24,1,7
NA,NA,0,NA,1,0,9.9372,10.251,1,31,1,NA
NA,NA,0,NA,1,0,8,10,2,31,1,NA
2.2072,12,0,0,1,0,8,10,2,32,1,14
2.3504,12,0,0,1,0,8,10,2,29,1,11
1.5151,13,0,1,1,0,9.9372,10.251,1,34,1,15
NA,NA,0,NA,1,0,9.9372,10.251,1,30,1,NA
NA,NA,0,NA,1,0,9.9372,10.251,1,31,1,NA
1.9095,12,1,1,1,0,9.9372,10.251,1,27,1,9
1.9755,12,1,0,1,0,9.9372,10.251,1,24,1,6
NA,12,1,0,1,0,10,9,3,27,1,9
NA,NA,1,NA,0,0,9.9372,10.251,1,24,1,NA
NA,NA,1,NA,1,0,10,12,4,24,1,NA
1.7918,7,1,0,1,0,8,8,2,33,1,20
2.2246,12,1,0,1,0,8,8,2,28,1,10
2.0149,12,0,0,1,0,6,6,2,28,1,10
1.7281,12,0,0,1,0,6,6,2,28,1,10
NA,NA,0,NA,1,0,6,6,2,26,1,NA
NA,NA,1,NA,1,0,8,8,2,26,1,NA
NA,14,0,0,1,0,10,12,4,24,1,4
1.8326,14,0,0,1,0,12,10,5,26,1,6
1.0986,10,0,0,0,1,9.9372,10.251,1,29,1,13
1.477,NA,0,1,0,0,9,9,3,25,1,NA
2.6247,12,0,0,1,0,8,12,4,27,1,9
1.5476,14,0,0,1,0,12,12,7,25,1,5
NA,NA,0,NA,1,0,12,12,7,24,1,NA
2.0643,12,0,0,1,0,12,12,7,28,1,10
NA,NA,0,NA,1,0,12,12,7,25,1,NA
0.8329,16,0,0,1,0,8,12,4,25,1,3
NA,16,0,0,1,0,8,12,4,24,0,2
NA,18,0,0,1,0,9.9372,12,6,29,0,5
1.3584,10,0,0,1,0,12,12,7,27,0,11
1.1474,12,0,0,1,0,7,12,4,33,0,15
1.2669,17,0,0,1,0,3,5,2,29,0,6
1.6094,8,0,0,1,0,5,8,2,26,0,12
NA,16,0,0,1,0,8,12,4,26,0,4
1.8718,11,0,0,1,0,8,11,2,33,0,16
2.098,12,0,0,1,0,8,11,2,27,0,9
1.8703,13,0,0,1,0,13,12,8,26,0,7
1.4702,12,0,0,0,0,9,10.251,1,29,0,11
1.7918,11,0,0,1,0,10,15,4,27,0,10
NA,12,0,0,0,1,9.9372,12,6,24,0,6
NA,18,0,0,1,0,18,16,9,32,0,8
NA,NA,0,NA,1,0,11,12,4,24,0,NA
0.7227,13,0,1,1,0,16,14,9,26,0,7
NA,NA,0,NA,1,0,16,14,9,24,0,NA
1.5707,12,0,1,1,0,12,11,5,27,0,9
1.579,13,0,1,1,0,12,10,5,24,0,5
2.0268,18,0,0,1,0,12,12,7,29,0,5
2.2976,12,0,0,1,0,12,12,7,26,0,8
2.457,12,0,0,0,0,9.9372,10.251,1,29,1,11
NA,16,0,1,1,0,12,12,7,33,1,11
1.1442,16,0,0,1,0,12,12,7,25,1,3
NA,NA,0,NA,1,0,7,12,4,31,1,NA
2.2138,13,0,0,1,0,14,12,8,25,1,6
NA,NA,0,NA,1,0,12,12,7,33,1,NA
1.8931,13,0,0,1,0,16,12,8,26,1,7
2.058,12,0,0,0,0,9.9372,8,1,29,1,11
1.8718,13,0,0,1,0,8,12,4,32,1,13
NA,16,0,0,1,0,14,12,8,27,1,5
NA,NA,0,NA,1,0,8,12,4,34,1,NA
0.9821,9,0,1,1,0,12,6,5,27,1,12
1.2669,8,0,0,1,0,8,8,2,33,1,19
1.4816,8,0,0,0,0,9.9372,10.251,1,33,1,19
1.5581,11,0,0,1,0,6,12,4,30,1,13
1.9824,11,0,0,1,0,5,10,2,32,1,15
1.9755,16,0,0,0,1,17,12,8,28,1,6
1.7281,12,0,0,0,0,9.9372,10.251,1,34,1,16
NA,NA,0,NA,1,0,6,6,2,33,1,NA
1.7918,12,0,0,1,0,12,13,8,26,1,8
NA,12,0,0,1,0,12,13,8,24,1,6
1.9344,15,0,0,1,0,13,12,8,25,1,4
1.4422,15,0,0,1,0,10,11,3,28,1,7
2.0618,12,0,0,1,0,14,10.251,5,24,1,6
2.4866,12,0,0,1,0,8,12,4,31,1,13
1.7527,16,0,0,0,1,9.9372,18,6,34,1,12
1.8485,18,0,0,1,0,11,10,3,27,1,3
NA,NA,0,NA,1,0,9,12,4,26,1,NA
NA,NA,0,NA,1,0,9.9372,12,6,34,1,NA
1.411,12,0,0,1,0,9.9372,12,6,27,1,9
NA,NA,0,NA,1,0,9.9372,8,1,29,1,NA
NA,NA,0,NA,1,0,7,12,4,26,1,NA
NA,NA,0,NA,0,0,9,10.251,1,26,1,NA
NA,18,0,1,1,0,12,12,7,31,1,7
NA,NA,0,NA,1,0,10,12,4,28,1,NA
NA,13,0,0,1,0,8,11,2,34,1,15
NA,NA,0,NA,1,0,12,11,5,30,1,NA
1.3083,16,0,0,1,0,12,10,5,24,1,2
2.0656,16,0,0,1,0,11,10,3,26,1,4
1.5041,17,0,0,1,0,11,10,3,24,1,1
2.5265,12,0,0,1,0,11,12,4,28,1,10
2.0894,16,0,0,1,0,16,13,9,30,1,8
NA,NA,0,NA,1,0,12,13,8,29,1,NA
NA,NA,0,NA,0,1,9.9372,10.251,1,33,1,NA
NA,NA,0,NA,0,1,9.9372,12,6,32,1,NA
1.1249,16,0,0,1,0,8,12,4,30,1,8
NA,15,0,0,1,0,12,12,7,31,1,10
2.1005,12,0,0,1,0,12,12,7,30,1,12
NA,NA,0,NA,1,0,12,12,7,29,1,NA
NA,13,0,0,1,0,8,14,4,29,1,10
1.9066,16,0,0,1,0,6,6,2,30,1,8
1.6563,12,0,0,1,0,9.9372,10.251,1,29,1,11
1.0116,15,0,0,1,0,8,9,2,30,1,9
NA,16,0,0,1,0,12,12,7,29,1,7
NA,NA,0,NA,1,0,12,12,7,28,1,NA
1.4422,17,0,0,1,0,14,12,8,28,1,5
1.8579,16,0,0,1,0,10,8,2,28,1,6
1.5041,12,0,0,1,0,9,9,3,28,1,10
1.203,12,0,0,1,0,6,7,2,26,1,8
2.2116,12,0,0,1,0,8,12,4,32,1,14
NA,12,0,0,1,0,8,12,4,26,1,8
NA,12,0,0,1,0,8,4,2,24,1,6
NA,NA,0,NA,1,0,9.9372,10.251,1,32,1,NA
NA,NA,0,NA,1,0,8,8,2,26,1,NA
0.2469,11,0,0,1,0,8,9,2,27,1,10
NA,13,0,0,1,0,8,9,2,26,1,7
NA,NA,0,NA,1,0,8,12,4,26,1,NA
1.3762,16,0,0,1,0,14,12,8,27,1,5
1.5581,13,0,0,1,0,12,12,7,28,1,9
NA,14,0,0,1,0,12,12,7,26,1,6
1.5041,13,0,0,1,0,8,12,4,31,1,12
1.0986,16,0,0,1,0,12,12,7,24,1,2
1.5304,18,0,0,1,0,8,12,4,29,1,5
NA,16,0,1,1,0,7,12,4,27,1,5
1.8405,12,0,0,1,0,7,9,2,32,1,14
1.579,12,0,0,1,0,6,4,2,33,1,15
NA,NA,0,NA,1,0,7,8,2,31,1,NA
NA,NA,0,NA,1,0,7,8,2,29,1,NA
NA,10,0,0,1,0,7,12,4,33,1,17
1.7029,12,0,0,1,0,5,6,2,30,1,12
1.3137,12,0,0,1,0,5,6,2,25,1,7
1.8579,12,0,0,1,0,4,8,2,34,1,16
NA,13,0,0,0,1,9.9372,8,1,32,1,13
1.6467,12,0,0,0,1,9.9372,8,1,29,1,11
1.3481,9,0,0,1,0,5,11,2,26,1,11
1.5041,16,0,1,1,0,12,8,5,29,1,7
NA,NA,0,NA,1,0,12,12,7,33,0,NA
1.1474,12,0,0,1,0,10,12,4,26,0,8
NA,NA,0,NA,1,0,12,8,5,24,0,NA
1.9892,14,0,0,1,0,11,12,4,29,0,9
1.1787,12,0,0,1,0,6,12,4,32,0,14
1.8181,16,0,0,1,0,12,12,7,28,0,6
NA,NA,0,NA,1,0,10,12,4,30,0,NA
1.2413,15,0,0,1,0,10,10,3,30,0,9
1.5497,13,0,0,1,0,8,13,4,28,0,9
NA,NA,0,NA,1,0,8,16,4,24,0,NA
1.0986,12,0,0,1,0,7,8,2,27,0,9
NA,14,0,0,1,0,8,12,4,27,0,7
1.4586,13,0,0,1,0,15,10,5,24,1,5
0.9821,12,1,0,1,0,12,8,5,28,1,10
0.8329,12,0,0,0,0,13,10,5,28,1,10
1.4633,14,0,0,0,1,9.9372,10,1,24,1,4
1.6696,12,0,0,1,0,12,12,7,26,1,8
2.3979,12,0,0,1,0,12,11,5,27,1,9
1.7716,12,1,0,1,0,8,12,4,28,1,10
2.1294,18,0,0,1,0,9.9372,15,6,30,1,6
NA,NA,0,NA,1,0,12,9,5,25,1,NA
1.8579,15,0,0,0,1,9.9372,10,1,24,1,3
NA,NA,0,NA,1,0,12,11,5,30,1,NA
2.2638,14,0,0,1,0,12,12,7,34,1,14
2.2203,13,0,0,1,0,11,12,4,33,1,14
1.2528,15,0,0,1,0,9.9372,12,6,27,0,6
1.3481,16,0,0,1,0,12,12,7,24,0,2
1.8213,16,0,0,1,0,4,12,4,33,0,11
1.5476,13,0,0,1,0,9.9372,10.251,1,31,0,12
NA,NA,0,NA,1,0,9.9372,10.251,1,29,0,NA
1.4134,12,0,0,0,0,12,10.251,5,27,0,9
NA,NA,0,NA,1,0,14,16,9,29,0,NA
NA,13,0,0,1,0,9.9372,10.251,1,29,0,10
1.3863,12,0,0,1,0,12,10,5,25,0,7
NA,12,0,0,1,0,11,11,3,24,0,6
NA,12,0,0,1,0,8,8,2,32,0,14
NA,16,0,0,1,0,8,12,4,30,0,8
1.9459,11,0,0,1,0,9,8,2,33,0,16
NA,NA,0,NA,1,0,11,11,3,26,0,NA
NA,NA,0,NA,1,0,8,8,2,24,0,NA
1.1346,15,0,0,1,0,12,12,7,27,0,6
0.8879,14,0,1,1,0,12,12,7,24,0,4
NA,NA,0,NA,1,0,12,12,7,26,0,NA
NA,NA,0,NA,1,0,12,12,7,25,0,NA
NA,NA,0,NA,1,0,12,8,5,26,0,NA
NA,NA,0,NA,0,1,9.9372,6,1,34,0,NA
0.9083,12,1,1,1,0,5,7,2,32,0,14
1.4422,11,1,0,1,0,8,8,2,30,0,13
NA,NA,1,NA,1,0,8,8,2,25,0,NA
1.7918,11,1,0,1,0,8,8,2,33,0,16
1.9459,17,1,0,1,0,8,4,2,25,0,2
1.0986,12,0,0,1,0,10,12,4,24,0,6
NA,NA,0,NA,0,0,9.9372,10,1,34,0,NA
1.933,12,0,0,1,0,11,12,4,24,0,6
1.7918,12,0,0,1,0,7,9,2,30,0,12
NA,NA,0,NA,1,0,12,12,7,34,0,NA
1.9459,12,0,0,0,1,9.9372,12,6,30,0,12
1.0116,14,0,0,1,0,12,12,7,25,0,5
NA,NA,1,NA,0,0,9.9372,10.251,1,27,0,NA
NA,NA,1,NA,0,1,5,9,2,26,0,NA
NA,12,1,0,0,1,9.9372,5,1,24,0,6
1.9095,9,1,0,1,0,4,7,2,34,0,19
1.5019,17,0,0,1,0,12,12,7,28,0,5
1.8485,16,0,0,1,0,12,12,7,30,0,8
2.5257,14,0,0,1,0,10,9,3,29,0,9
2.2638,18,0,0,1,0,8,18,4,29,0,5
1.5892,18,0,0,0,0,10,13,4,25,0,1
NA,17,0,0,0,0,10,13,4,25,0,2
1.7681,12,0,0,0,0,10,13,4,24,0,6
2.0149,14,0,0,1,0,9.9372,12,6,33,0,13
1.1817,18,0,0,0,0,12,12,7,26,0,2
1.4586,18,0,0,1,0,17,12,8,29,0,5
1.7422,12,0,0,1,0,12,11,5,26,0,8
2.2116,16,0,0,1,0,9,12,4,28,0,6
1.7527,14,0,0,1,0,4,10,2,30,0,10
1.4656,11,0,0,1,0,9.9372,10.251,1,32,0,15
1.6194,12,0,0,1,0,9,8,2,24,0,6
1.9755,18,0,0,1,0,9.9372,8,1,34,1,10
2.2638,16,0,0,1,0,14,8,5,33,1,11
1.8066,12,0,0,1,0,13,14,9,31,1,13
NA,NA,0,NA,1,0,12,12,7,26,1,NA
NA,NA,0,NA,1,0,12,8,5,33,1,NA
1.5041,12,0,0,1,0,12,12,7,25,1,7
1.8326,12,0,0,1,0,10,12,4,33,0,15
1.9643,14,0,0,1,0,10,12,4,26,0,6
1.9601,12,0,0,1,0,8,10,2,24,0,6
NA,NA,0,NA,1,0,10,8,2,33,0,NA
NA,NA,0,NA,1,0,12,10,5,25,0,NA
2.2116,16,0,0,1,0,10,11,3,32,0,10
1.4303,8,0,0,1,0,8,8,2,24,0,10
NA,NA,0,NA,1,0,8,10.251,1,28,0,NA
NA,NA,0,NA,1,0,7,12,4,34,0,NA
1.9344,13,0,0,1,0,16,13,9,29,0,10
0.9555,12,0,0,1,0,9.9372,10.251,1,34,0,16
1.8718,13,0,0,1,0,16,12,8,26,0,7
1.8083,14,0,0,1,0,16,12,8,25,0,5
NA,NA,0,NA,1,0,8,12,4,33,0,NA
NA,NA,0,NA,1,0,8,12,4,29,0,NA
1.9824,12,0,0,1,0,10,14,4,29,0,11
2.0373,13,0,0,1,0,11,8,2,32,0,13
NA,NA,0,NA,1,0,8,8,2,29,0,NA
1.8326,11,0,0,1,0,8,8,2,34,0,17
1.8245,12,0,0,1,0,11,12,4,27,0,9
1.5412,15,0,0,1,0,14,12,8,34,0,13
1.9755,16,0,0,1,0,9.9372,12,6,27,0,5
1.6409,18,0,0,1,0,12,14,8,26,0,2
NA,12,0,0,1,0,11,10,3,27,0,9
1.3863,12,0,0,1,0,11,10,3,25,0,7
2.0894,14,0,1,1,0,13,13,9,27,0,7
1.5261,12,0,0,1,0,7,7,2,24,0,6
1.8594,17,0,0,1,0,18,12,8,32,0,9
1.6467,12,0,0,1,0,8,8,2,28,0,10
NA,NA,0,0,1,0,8,12,4,27,0,NA
1.737,12,0,0,1,0,10,12,4,24,0,6
1.9359,16,0,0,1,0,10,12,4,24,0,2
NA,12,0,0,1,0,8,8,2,25,0,7
2.2803,12,0,0,0,1,8,12,4,31,0,13
2.0528,12,0,0,1,0,12,8,5,32,0,14
1.4884,14,0,0,1,0,8,9,2,27,0,7
NA,NA,0,NA,1,0,8,8,2,24,0,NA
NA,12,0,0,1,0,8,8,2,27,0,9
1.9344,16,0,0,1,0,9,12,4,33,0,11
1.4279,16,0,0,1,0,12,12,7,26,0,4
NA,13,0,0,0,0,9.9372,10.251,1,26,0,7
2.0451,11,0,0,1,0,8,12,4,30,0,13
1.3863,15,0,0,0,1,9.9372,8,1,26,0,5
NA,12,0,0,1,0,8,8,2,28,0,10
NA,9,0,0,1,0,8,8,2,27,0,12
NA,NA,0,NA,1,0,7,10,2,34,0,NA
NA,NA,0,NA,1,0,8,14,4,27,0,NA
2.1972,12,0,0,0,1,9.9372,11,1,27,0,9
NA,14,0,0,1,0,12,8,5,32,0,12
1.9459,16,0,0,1,0,12,8,5,31,0,9
NA,NA,0,NA,1,0,8,12,4,27,0,NA
1.579,16,0,0,1,0,8,12,4,24,0,2
NA,12,0,0,1,0,8,8,2,34,0,16
NA,NA,0,NA,1,0,7,9,2,33,0,NA
2.1905,16,0,0,1,0,8,9,2,29,0,7
2.0149,18,0,0,1,0,9.9372,10.251,1,29,0,5
2.3561,13,0,0,1,0,9.9372,8,1,33,0,14
2.2332,12,0,0,1,0,10,10.251,1,28,0,10
1.737,12,0,0,1,0,10,12,4,26,0,8
2.2895,16,0,0,1,0,8,12,4,25,0,3
2.0399,16,0,0,1,0,8,12,4,24,0,2
1.8687,12,0,0,1,0,8,12,4,27,0,9
1.5019,16,0,0,1,0,12,14,8,30,0,8
NA,12,0,0,1,0,8,12,4,26,0,8
1.7579,12,0,0,1,0,10,12,4,27,0,9
1.7047,8,0,0,1,0,7,10,2,33,0,19
NA,NA,0,NA,0,1,12,12,7,27,0,NA
NA,NA,0,NA,0,1,12,12,7,26,0,NA
NA,12,0,0,1,0,9.9372,8,1,34,0,16
2.0794,12,0,0,1,0,9,12,4,29,0,11
0.47,12,0,0,0,0,12,12,7,24,0,6
NA,12,0,0,1,0,13,11,5,33,0,15
1.5304,17,0,0,1,0,16,17,9,28,0,5
1.4469,14,0,0,1,0,12,12,7,25,0,5
1.7918,8,0,0,1,0,8,12,4,32,0,18
NA,NA,0,NA,1,0,12,8,5,29,0,NA
NA,NA,0,NA,1,0,12,12,7,27,0,NA
2.1587,17,0,0,1,0,12,12,7,26,0,3
1.9213,12,0,0,1,0,9.9372,10,1,28,0,10
2.4114,12,0,0,1,0,12,11,5,27,0,9
2.3979,12,0,0,1,0,12,11,5,26,0,8
1.0508,12,0,0,1,0,12,11,5,24,0,6
1.6351,14,0,0,1,0,12,12,7,28,0,8
1.8718,13,0,0,1,0,12,12,7,26,0,7
2.3408,12,0,0,1,0,12,9,5,31,0,13
1.9459,12,0,0,1,0,12,9,5,26,0,8
NA,12,0,0,1,0,8,7,2,25,0,7
NA,NA,0,NA,0,1,9.9372,12,6,26,1,NA
1.1474,18,0,0,1,0,12,12,7,31,1,7
NA,NA,0,NA,1,0,9.9372,10.251,1,28,1,NA
NA,NA,0,NA,1,0,12,12,7,27,1,NA
1.1314,12,0,0,1,0,7,8,2,33,1,15
NA,12,0,0,1,0,12,13,8,25,1,7
1.209,11,0,0,0,0,9.9372,10.251,1,27,1,10
1.6448,11,0,0,0,0,9.9372,10.251,1,25,1,8
1.9587,16,0,0,1,0,12,12,7,28,1,6
NA,NA,0,NA,1,0,8,8,2,27,1,NA
1.8294,12,0,0,1,0,8,12,4,25,1,7
1.0919,13,0,0,1,0,8,12,4,28,1,9
NA,NA,0,NA,1,0,9,8,2,31,1,NA
1.8326,14,0,0,1,0,10,12,4,24,1,4
NA,12,0,0,1,0,7,7,2,31,1,13
2.0399,16,0,0,1,0,8,12,4,29,1,7
1.5239,16,0,0,1,0,8,8,2,28,1,6
NA,16,0,0,1,0,11,12,4,29,1,7
1.7047,12,0,0,1,0,6,10.251,1,31,1,13
NA,15,0,0,1,0,16,16,9,31,1,10
1.5476,14,0,0,1,0,12,11,5,29,1,9
1.3762,12,0,0,1,0,8,8,2,33,1,15
1.7817,14,0,0,1,0,12,12,7,25,1,5
NA,15,0,0,1,0,7,14,4,27,1,6
2.3408,16,0,0,1,0,18,15,9,28,1,6
NA,NA,0,NA,0,0,9,12,4,25,1,NA
1.3863,12,0,0,1,0,8,8,2,34,1,16
NA,NA,0,NA,1,0,12,8,5,32,1,NA
1.943,12,0,0,1,0,11,12,4,26,1,8
NA,12,0,0,1,0,9.9372,10.251,1,33,1,15
1.9643,16,0,1,1,0,8,13,4,26,1,4
1.7047,12,0,0,1,0,8,11,2,24,1,6
NA,NA,0,NA,1,0,5,12,4,28,1,NA
NA,NA,0,NA,1,0,9,8,2,27,1,NA
1.203,14,0,0,1,0,8,14,4,27,1,7
NA,NA,0,NA,0,0,8,12,4,26,1,NA
2.359,12,0,0,1,0,12,12,7,29,1,11
1.775,11,0,0,1,0,9.9372,10.251,1,30,1,13
1.8453,12,0,0,1,0,9.9372,10.251,1,24,1,6
1.6094,10,0,0,1,0,9.9372,10.251,1,26,1,10
2.0643,14,0,0,1,0,12,12,7,28,1,8
NA,17,0,0,1,0,18,18,9,25,1,2
NA,18,0,0,1,0,8,12,4,33,1,9
2.1187,18,0,0,1,0,13,12,8,31,1,7
NA,NA,0,NA,1,0,6,12,4,31,1,NA
1.6845,12,0,0,1,0,6,12,4,26,1,8
NA,12,0,1,1,0,12,12,7,29,1,11
1.7527,18,0,0,1,0,8,12,4,28,1,4
NA,NA,0,NA,1,0,12,12,7,32,1,NA
2.0894,14,0,0,1,0,12,12,7,30,1,10
1.9769,14,0,0,1,0,14,16,9,30,1,10
1.7918,12,0,1,1,0,12,12,7,26,1,8
NA,NA,0,NA,1,0,9,12,4,29,1,NA
NA,NA,0,NA,1,0,18,12,8,28,1,NA
NA,NA,0,NA,1,0,8,6,2,32,1,NA
1.5085,10,0,1,1,0,8,6,2,28,1,12
1.0986,7,0,1,1,0,4,8,2,27,1,14
NA,NA,1,NA,0,1,9.9372,12,6,28,1,NA
NA,12,1,1,0,1,9.9372,10,1,28,1,10
1.3686,12,1,1,0,1,9.9372,10,1,26,1,8
2.1017,NA,0,1,1,0,12,12,7,30,1,NA
0.6931,12,1,1,0,1,9.9372,7,1,26,1,8
NA,NA,1,NA,1,0,8,12,4,25,1,NA
NA,NA,0,NA,1,0,0,6,2,32,1,NA
NA,13,0,1,1,0,9,12,4,29,1,10
NA,NA,0,NA,1,0,9,12,4,27,1,NA
2.0149,9,0,1,1,0,9.9372,7,1,33,1,18
1.9066,16,0,1,1,0,12,12,7,26,1,4
NA,NA,0,NA,1,0,12,12,7,24,1,NA
NA,13,1,1,0,0,6,10.251,1,25,1,6
2.2915,14,0,1,0,1,12,14,8,30,1,10
NA,NA,0,NA,1,0,8,12,4,34,1,NA
2.1748,17,0,1,1,0,12,14,8,27,1,4
NA,NA,0,NA,1,0,14,12,8,27,1,NA
2.2028,13,0,1,1,0,12,12,7,26,1,7
NA,NA,0,NA,1,0,10,14,4,31,1,NA
0.9163,14,1,1,0,1,9.9372,10,1,34,1,14
1.6487,10,0,1,1,0,5,12,4,28,1,12
1.2698,12,0,1,1,0,5,12,4,27,1,9
1.0225,12,0,1,1,0,5,12,4,24,1,6
1.3863,12,1,1,1,0,11,11,3,25,1,7
NA,17,1,1,1,0,3,3,2,27,1,4
NA,0,1,1,0,1,9.9372,4,1,31,1,25
1.0043,10,1,1,0,1,9.9372,8,1,28,1,12
NA,NA,1,NA,0,0,8,8,2,24,1,NA
1.6094,11,0,1,1,0,7,12,4,31,1,14
1.7967,11,0,1,1,0,6,12,4,33,1,16
1.3863,12,0,1,1,0,9,11,3,25,1,7
NA,NA,1,NA,0,0,10,10.251,1,25,1,NA
NA,NA,1,NA,0,1,9.9372,12,6,29,1,NA
1.5581,12,1,1,0,1,9.9372,10,1,28,1,10
NA,NA,1,NA,0,1,9.9372,10,1,24,1,NA
2.3979,12,0,1,1,0,9.9372,15,6,33,1,15
NA,12,0,1,1,0,8,7,2,27,1,9
NA,14,0,1,1,0,12,12,7,27,1,7
1.2149,14,0,1,1,0,12,12,7,26,1,6
NA,12,0,1,0,0,9.9372,11,1,33,1,15
1.6827,11,0,1,0,1,16,12,8,27,1,10
NA,NA,1,NA,0,1,9.9372,8,1,26,1,NA
1.3962,13,1,1,0,1,9.9372,8,1,26,1,7
2.0242,16,0,1,1,0,17,16,9,27,1,5
1.712,16,0,1,1,0,18,16,9,33,1,11
NA,NA,0,NA,1,0,6,12,4,34,1,NA
1.7527,16,0,1,1,0,12,11,5,29,1,7
1.4633,15,0,1,1,0,12,10,5,26,1,5
NA,12,0,1,1,0,12,11,5,28,1,10
1.7047,11,0,1,1,0,5,12,4,29,1,12
2.0757,16,0,1,1,0,16,12,8,24,1,2
1.5041,14,0,1,1,0,16,14,9,27,1,7
2.0882,13,0,1,1,0,10,11,3,29,1,10
1.7918,13,0,1,1,0,10,11,3,24,1,5
NA,NA,0,NA,1,0,3,1,2,32,1,NA
2.2332,13,0,1,1,0,6,6,2,34,1,15
1.5707,11,0,1,1,0,9.9372,10,1,33,1,16
1.8294,12,0,1,1,0,9,8,2,29,1,11
NA,NA,0,NA,1,0,9,8,2,25,1,NA
NA,NA,0,NA,1,0,9,8,2,24,1,NA
NA,NA,1,NA,1,0,10,10.251,1,30,1,NA
1.1878,10,1,1,1,0,4,11,2,27,1,11
1.7918,16,0,1,1,0,6,8,2,26,1,4
NA,NA,1,NA,0,1,9.9372,9,1,34,1,NA
NA,NA,1,NA,1,0,9.9372,10.251,1,25,1,NA
NA,NA,1,NA,0,0,9.9372,10.251,1,24,1,NA
NA,NA,1,NA,0,1,9.9372,9,1,25,1,NA
NA,NA,1,NA,0,0,9.9372,10.251,1,26,1,NA
1.9359,14,1,1,1,0,5,8,2,27,1,7
1.7281,14,1,1,0,1,9.9372,7,1,24,1,4
NA,NA,1,NA,1,0,8,11,2,24,1,NA
2.2225,15,0,1,1,0,12,12,7,33,1,12
1.9755,12,0,1,1,0,12,12,7,28,1,10
1.6864,12,1,1,1,0,12,9,5,25,1,7
1.5239,13,1,1,1,0,12,9,5,27,1,8
1.579,13,1,1,1,0,11,11,3,27,1,8
NA,NA,1,NA,1,0,11,11,3,26,1,NA
1.2528,12,1,1,0,1,9.9372,11,1,25,1,7
NA,15,0,1,1,0,18,16,9,26,1,5
0.6931,16,0,1,1,0,18,16,9,25,1,3
NA,NA,1,NA,0,0,9.9372,10.251,1,25,1,NA
1.6487,10,1,1,1,0,3,10.251,1,30,1,14
NA,NA,1,NA,0,1,9.9372,12,6,29,1,NA
NA,NA,1,NA,0,1,9.9372,12,6,26,1,NA
0.9163,12,1,1,1,0,6,12,4,25,1,7
1.6974,13,1,1,1,0,6,12,4,26,1,7
1.6174,11,1,0,0,0,9.9372,10.251,1,28,1,11
NA,NA,1,NA,1,0,14,12,8,34,1,NA
1.2892,12,1,1,0,0,9,8,2,28,1,10
1.8779,11,1,1,0,0,9.9372,10.251,1,33,1,16
1.4469,12,1,1,1,0,5,10.251,1,32,1,14
0.8961,12,1,1,0,0,9.9372,10.251,1,31,1,13
0.9163,11,1,1,0,0,9.9372,8,1,25,1,8
NA,NA,1,NA,1,0,12,1,5,31,1,NA
2.1736,13,0,0,0,0,0,10.251,1,32,1,13
NA,NA,1,NA,0,0,6,8,2,26,1,NA
NA,17,1,1,0,0,12,10.251,5,28,1,5
1.9272,12,1,1,1,0,6,6,2,26,1,8
1.3913,11,1,1,0,0,9.9372,10.251,1,32,1,15
1.454,12,1,1,0,0,6,10.251,1,31,1,13
1.1787,13,0,1,1,0,10,12,4,24,1,5
NA,NA,0,NA,1,0,9,10,3,26,1,NA
NA,12,0,1,1,0,12,12,7,33,1,15
1.981,17,0,1,1,0,16,12,8,27,1,4
2.0541,12,0,1,1,0,3,8,2,25,1,7
NA,NA,1,NA,1,0,3,7,2,27,1,NA
NA,NA,1,NA,1,0,3,7,2,26,1,NA
NA,NA,1,NA,1,0,3,7,2,24,1,NA
NA,11,1,1,0,1,9.9372,7,1,28,1,11
NA,NA,1,NA,1,0,8,8,2,27,1,NA
0.9708,14,1,1,0,1,9.9372,8,1,27,1,7
1.5041,12,1,1,1,0,6,9,2,32,1,14
1.2413,14,1,1,1,0,8,8,2,27,1,7
1.2528,13,1,1,1,0,6,3,2,24,1,5
